productId,name,category,subcategory,brand,price,discountPrice,costPrice,stock,sku,status,deliveryAvailable,description,images
PRD-GOO-PIXELWATCH2,"Google Pixel Watch 2 (WiFi, Matte Black Case / Obsidian Band)",Smartwatches,Lifestyle Smartwatches,Google,39900,34900,28000,14,GOO-PW2-WIFI-BLK,Active,true,"Three all-new heart rate sensors, cEDA stress detection sensor, Safety Check, seamlessly integrated with Fitbit.","[""/uploads/products/google-pixel-watch-2-black/1.jpg"",""/uploads/products/google-pixel-watch-2-black/2.jpg"",""/uploads/products/google-pixel-watch-2-black/3.jpg""]"
PRD-NOT-WATCHPRO,CMF by Nothing Watch Pro - Dark Grey,Smartwatches,Budget Smartwatches,Nothing,4999,3499,2600,40,CMF-WPRO-GRY,Active,true,"1.96"" AMOLED Display with 58 FPS, Bluetooth Calls with AI Noise Reduction, Multi-system Built-in GPS, 13-day battery.","[""/uploads/products/cmf-by-nothing-watch-pro-dark-grey/1.jpg"",""/uploads/products/cmf-by-nothing-watch-pro-dark-grey/2.jpg"",""/uploads/products/cmf-by-nothing-watch-pro-dark-grey/3.jpg""]"
PRD-LG-OLEDC3-55,"LG 55"" Class C3 Series OLED evo 4K Smart TV",Home Appliances,Smart TVs,LG,169990,124990,98000,7,LG-OLED55C3-4K,Active,true,"α9 AI Processor Gen6, Brightness Booster, Dolby Vision & Atmos, 0.1ms response time with 120Hz refresh rate and G-Sync.","[""/uploads/products/lg-55-inch-c3-oled-4k-tv/1.jpg"",""/uploads/products/lg-55-inch-c3-oled-4k-tv/2.jpg"",""/uploads/products/lg-55-inch-c3-oled-4k-tv/3.jpg""]"
PRD-SAM-THEFRAME-55,"Samsung 55"" The Frame QLED 4K Smart TV",Home Appliances,Smart TVs,Samsung,124990,89990,72000,9,SAM-FRAME55-QLED,Active,true,Art Mode transforms TV into personal art gallery. Matte Display prevents reflections. Quantum Processor 4K with 100% Color Volume.,"[""/uploads/products/samsung-55-inch-the-frame-qled-4k-tv/1.jpg"",""/uploads/products/samsung-55-inch-the-frame-qled-4k-tv/2.jpg"",""/uploads/products/samsung-55-inch-the-frame-qled-4k-tv/3.jpg""]"
PRD-DYS-V15DETECT,Dyson V15 Detect Cordless Vacuum Cleaner,Home Appliances,Vacuum Cleaners,Dyson,65900,59900,48000,10,DYS-V15-DETECT,Active,true,Laser reveals microscopic dust. Piezo sensor automatically adapts suction power. LCD screen displays real-time proof of deep clean.,"[""/uploads/products/dyson-v15-detect-cordless-vacuum/1.jpg"",""/uploads/products/dyson-v15-detect-cordless-vacuum/2.jpg"",""/uploads/products/dyson-v15-detect-cordless-vacuum/3.jpg""]"
PRD-PHI-AIRFRYER-HD9252,"Philips Digital Air Fryer HD9252/90 (4.1 Liter, 1400W)",Home Appliances,Kitchen Appliances,Philips,11995,8995,6500,25,PHI-AF-HD9252,Active,true,Rapid Air technology for up to 90% less fat. Touch screen with 7 presets for easy cooking. NutriU app integration.,"[""/uploads/products/philips-digital-air-fryer-hd9252/1.jpg"",""/uploads/products/philips-digital-air-fryer-hd9252/2.jpg"",""/uploads/products/philips-digital-air-fryer-hd9252/3.jpg""]"
PRD-PRE-INDUCTION-PIC20,Prestige PIC 20.0 2000-Watt Induction Cooktop,Home Appliances,Kitchen Appliances,Prestige,3895,2295,1700,45,PRE-IND-PIC20,Active,true,"Push button controls, Indian menu preset options, automatic voltage regulator, anti-magnetic wall design.","[""/uploads/products/prestige-pic-20-induction-cooktop/1.jpg"",""/uploads/products/prestige-pic-20-induction-cooktop/2.jpg"",""/uploads/products/prestige-pic-20-induction-cooktop/3.jpg""]"
PRD-LG-REFRIGERATOR-408L,LG 408L 3 Star Frost Free Double Door Refrigerator - Shiny Steel,Home Appliances,Refrigerators,LG,58990,46990,38000,6,LG-REF-408L-SS,Active,true,"Smart Inverter Compressor, Door Cooling+, Convertible 3-in-1 mode, Auto Smart Connect (connects to home inverter).","[""/uploads/products/lg-408l-frost-free-refrigerator/1.jpg"",""/uploads/products/lg-408l-frost-free-refrigerator/2.jpg"",""/uploads/products/lg-408l-frost-free-refrigerator/3.jpg""]"
PRD-PHI-GARMENTSTEAMER,"Philips EasyTouch Stand Garment Steamer (1800W, 1.4L Water Tank)",Home Appliances,Garment Care,Philips,9995,7995,5800,18,PHI-GS-EASYTOUCH,Active,true,"20% more powerful steam output, 5 steam settings for different fabrics, integrated adjustable pole and glove for safety.","[""/uploads/products/philips-easytouch-garment-steamer/1.jpg"",""/uploads/products/philips-easytouch-garment-steamer/2.jpg"",""/uploads/products/philips-easytouch-garment-steamer/3.jpg""]"
PRD-SON-BRAVIAX80L-55,"Sony Bravia 55"" X80L Series 4K Ultra HD Smart LED Google TV",Home Appliances,Smart TVs,Sony,99900,77990,62000,8,SON-BRV55-X80L,Active,true,"4K HDR Processor X1 delivers smooth, clear picture. Triluminos Pro reproduces over a billion accurate colors. Motionflow XR 200.","[""/uploads/products/sony-bravia-55-inch-x80l-4k-google-tv/1.jpg"",""/uploads/products/sony-bravia-55-inch-x80l-4k-google-tv/2.jpg"",""/uploads/products/sony-bravia-55-inch-x80l-4k-google-tv/3.jpg""]"
PRD-DYS-AIRWRAP-MULTI,Dyson Airwrap Multi-Styler Complete Long (Strawberry Bronze/Blush Pink),Home Appliances,Personal Care Appliances,Dyson,49900,45900,37000,12,DYS-AIRWRAP-LONG,Active,true,"Curl, shape, smooth, and hide flyaways using the Coanda effect with no extreme heat damage. Intelligent heat control.","[""/uploads/products/dyson-airwrap-multi-styler-complete-long/1.jpg"",""/uploads/products/dyson-airwrap-multi-styler-complete-long/2.jpg"",""/uploads/products/dyson-airwrap-multi-styler-complete-long/3.jpg""]"
PRD-PRE-MIXER-ZODIAC,Prestige Zodiac 2.0 750W Mixer Grinder with 4 Jars,Home Appliances,Kitchen Appliances,Prestige,6995,4995,3800,22,PRE-MIX-ZODIAC-750,Active,true,"750W heavy duty motor, 3 stainless steel jars + 1 juicer jar, 3-speed control with pulse function, overload protection.","[""/uploads/products/prestige-zodiac-750w-mixer-grinder/1.jpg"",""/uploads/products/prestige-zodiac-750w-mixer-grinder/2.jpg"",""/uploads/products/prestige-zodiac-750w-mixer-grinder/3.jpg""]"
PRD-SON-A7IV-BODY,Sony Alpha 7 IV Full-Frame Mirrorless Camera Body,Cameras,Mirrorless Cameras,Sony,242990,219990,182000,8,SON-A7IV-BODY,Active,true,"33MP Exmor R CMOS sensor, BIONZ XR image processor, 4K 60p 10-bit 4:2:2 movie recording, Real-time Eye AF for human/animal/bird.","[""/uploads/products/sony-alpha-7-iv-mirrorless-camera-body/1.jpg"",""/uploads/products/sony-alpha-7-iv-mirrorless-camera-body/2.jpg"",""/uploads/products/sony-alpha-7-iv-mirrorless-camera-body/3.jpg""]"
PRD-CAN-EOSR6II-BODY,Canon EOS R6 Mark II Full-Frame Mirrorless Camera Body,Cameras,Mirrorless Cameras,Canon,243995,214995,178000,6,CAN-R6MK2-BODY,Active,true,"24.2MP Full-frame CMOS sensor, Dual Pixel CMOS AF II, up to 40 fps electronic shutter shooting, 4K 60p oversampled from 6K.","[""/uploads/products/canon-eos-r6-mark-ii-camera-body/1.jpg"",""/uploads/products/canon-eos-r6-mark-ii-camera-body/2.jpg"",""/uploads/products/canon-eos-r6-mark-ii-camera-body/3.jpg""]"
PRD-GOP-HERO12BLACK,GoPro HERO12 Black Action Camera,Cameras,Action Cameras,GoPro,45000,37990,31000,20,GOP-HERO12-BLK,Active,true,"Incredible 5.3K video quality, HyperSmooth 6.0 video stabilization with Horizon Lock, HDR video and photos, waterproof to 33ft.","[""/uploads/products/gopro-hero12-black-action-camera/1.jpg"",""/uploads/products/gopro-hero12-black-action-camera/2.jpg"",""/uploads/products/gopro-hero12-black-action-camera/3.jpg""]"
PRD-NIK-Z6II-KIT,Nikon Z6 II Mirrorless Camera with 24-70mm f/4 Lens Kit,Cameras,Mirrorless Cameras,Nikon,209995,189995,156000,7,NIK-Z6MK2-KIT,Active,true,"Dual EXPEED 6 processors, 24.5MP BSI CMOS sensor, dual card slots (CFexpress + SD), 4K 60p video capture.","[""/uploads/products/nikon-z6-ii-camera-24-70mm-kit/1.jpg"",""/uploads/products/nikon-z6-ii-camera-24-70mm-kit/2.jpg"",""/uploads/products/nikon-z6-ii-camera-24-70mm-kit/3.jpg""]"
PRD-SND-EXTREME1TB,"SanDisk 1TB Extreme Portable SSD (V2, Up to 1050MB/s USB 3.2 Gen 2)",Cameras,Memory & Storage,SanDisk,18000,9499,7200,35,SND-EXTSSD-1TB,Active,true,Ruggedized design with up to 2-meter drop protection and IP55 water & dust resistance. USB 3.2 Gen 2 NVMe speeds.,"[""/uploads/products/sandisk-1tb-extreme-portable-ssd/1.jpg"",""/uploads/products/sandisk-1tb-extreme-portable-ssd/2.jpg"",""/uploads/products/sandisk-1tb-extreme-portable-ssd/3.jpg""]"
PRD-SND-SDCARD128,SanDisk 128GB Extreme PRO SDXC UHS-I Memory Card (Up to 200MB/s),Cameras,Memory & Storage,SanDisk,3999,2199,1600,50,SND-SD128GB-EXPRO,Active,true,"V30 speed class suitable for 4K UHD video recording, shot speeds up to 140MB/s, temperature/water/shock proof.","[""/uploads/products/sandisk-128gb-extreme-pro-sd-card/1.jpg"",""/uploads/products/sandisk-128gb-extreme-pro-sd-card/2.jpg"",""/uploads/products/sandisk-128gb-extreme-pro-sd-card/3.jpg""]"
PRD-CAN-EF50MM,Canon EF 50mm f/1.8 STM Lens for DSLR Cameras,Cameras,Camera Lenses,Canon,9995,8995,6800,25,CAN-EF50MM-STM,Active,true,Compact light prime lens with large f/1.8 aperture for low light photography and soft background blur (bokeh).,"[""/uploads/products/canon-ef-50mm-f18-stm-lens/1.jpg"",""/uploads/products/canon-ef-50mm-f18-stm-lens/2.jpg"",""/uploads/products/canon-ef-50mm-f18-stm-lens/3.jpg""]"
PRD-SON-FE2470GM2,Sony FE 24-70mm f/2.8 GM II Full-Frame Zoom Lens,Cameras,Camera Lenses,Sony,214990,199990,165000,5,SON-FE2470-GM2,Active,true,Lightest & smallest standard f/2.8 zoom lens in its class. Four XD Linear Motors for lightning fast AF.,"[""/uploads/products/sony-fe-24-70mm-f28-gm-ii-lens/1.jpg"",""/uploads/products/sony-fe-24-70mm-f28-gm-ii-lens/2.jpg"",""/uploads/products/sony-fe-24-70mm-f28-gm-ii-lens/3.jpg""]"
PRD-NIK-Z50-KIT,Nikon Z50 Mirrorless Camera Body with NIKKOR Z DX 16-50mm Lens,Cameras,Mirrorless Cameras,Nikon,85995,74995,61000,12,NIK-Z50-1650-KIT,Active,true,"20.9MP DX-Format CMOS sensor, Eye-Detection AF, flip-down LCD screen tailored for vlogging, 4K UHD video.","[""/uploads/products/nikon-z50-camera-16-50mm-kit/1.jpg"",""/uploads/products/nikon-z50-camera-16-50mm-kit/2.jpg"",""/uploads/products/nikon-z50-camera-16-50mm-kit/3.jpg""]"
PRD-GOP-VOLTABATTERYGRIP,GoPro Volta External Battery Grip / Tripod / Remote,Cameras,Camera Accessories,GoPro,13900,11900,9100,18,GOP-VOLTA-GRIP,Active,true,"Built-in 4900 mAh battery triples camera battery life. Integrated camera buttons for easy one-handed control, folds into tripod.","[""/uploads/products/gopro-volta-battery-grip/1.jpg"",""/uploads/products/gopro-volta-battery-grip/2.jpg"",""/uploads/products/gopro-volta-battery-grip/3.jpg""]"
PRD-LOG-MXMASTER3S,Logitech MX Master 3S Wireless Performance Mouse - Graphite,Computer Peripherals,Computer Mice,Logitech,10995,9495,7200,30,LOG-MXM3S-GRP,Active,true,Quiet Clicks technology with 8000 DPI track-on-glass sensor. MagSpeed electromagnetic scrolling up to 1000 lines per second.,"[""/uploads/products/logitech-mx-master-3s-mouse-graphite/1.jpg"",""/uploads/products/logitech-mx-master-3s-mouse-graphite/2.jpg"",""/uploads/products/logitech-mx-master-3s-mouse-graphite/3.jpg""]"
PRD-LOG-MXKEYS-S,Logitech MX Keys S Wireless Illuminated Keyboard - Graphite,Computer Peripherals,Keyboards,Logitech,13295,11495,8900,25,LOG-MXKS-GRP,Active,true,Perfect Stroke spherically-dished keys matching shape of fingertips. Smart backlighting adjusts to environment.,"[""/uploads/products/logitech-mx-keys-s-keyboard-graphite/1.jpg"",""/uploads/products/logitech-mx-keys-s-keyboard-graphite/2.jpg"",""/uploads/products/logitech-mx-keys-s-keyboard-graphite/3.jpg""]"
PRD-TPL-ARCHERAX73,TP-Link Archer AX73 Dual-Band Gigabit Wi-Fi 6 Router (5400 Mbps),Computer Peripherals,Networking & Routers,TP-Link,14999,9999,7800,20,TPL-AX73-AX5400,Active,true,Full-featured Wi-Fi 6 up to 5.4 Gbps. 6 high-gain antennas with Beamforming for broad coverage. HomeShield security.,"[""/uploads/products/tp-link-archer-ax73-wifi6-router/1.jpg"",""/uploads/products/tp-link-archer-ax73-wifi6-router/2.jpg"",""/uploads/products/tp-link-archer-ax73-wifi6-router/3.jpg""]"
PRD-SAM-T7SHIELD-1TB,Samsung T7 Shield 1TB Portable SSD - Black (Up to 1050MB/s),Computer Peripherals,External Hard Drives & SSDs,Samsung,15999,8999,6900,40,SAM-T7SH-1TB-BLK,Active,true,"Rugged elastomer outer casing protects against 3-meter drops. IP65 dust and water resistant, PCIe NVMe speeds.","[""/uploads/products/samsung-t7-shield-1tb-portable-ssd-black/1.jpg"",""/uploads/products/samsung-t7-shield-1tb-portable-ssd-black/2.jpg"",""/uploads/products/samsung-t7-shield-1tb-portable-ssd-black/3.jpg""]"
PRD-ANK-737POWERBANK,"Anker 737 Power Bank (PowerCore 24K, 24000mAh 140W Output)",Computer Peripherals,Power Banks & Chargers,Anker,14999,11999,9100,18,ANK-737-24K-140W,Active,true,Ultra-powerful bi-directional 140W charging with Smart Digital Display showing output/input power and estimated recharge time.,"[""/uploads/products/anker-737-power-bank-24000mah-140w/1.jpg"",""/uploads/products/anker-737-power-bank-24000mah-140w/2.jpg"",""/uploads/products/anker-737-power-bank-24000mah-140w/3.jpg""]"
PRD-LOG-C920PRO,Logitech C920 HD Pro Webcam (Full HD 1080p Video Calling),Computer Peripherals,Webcams,Logitech,8995,6495,4800,35,LOG-C920-FHD,Active,true,"Full HD 1080p at 30fps with automatic HD light correction, dual stereo microphones, premium glass lens.","[""/uploads/products/logitech-c920-hd-pro-webcam/1.jpg"",""/uploads/products/logitech-c920-hd-pro-webcam/2.jpg"",""/uploads/products/logitech-c920-hd-pro-webcam/3.jpg""]"
PRD-TPL-DECOx50-3PACK,TP-Link Deco X50 AX3000 Mesh Wi-Fi 6 System (3-Pack),Computer Peripherals,Networking & Routers,TP-Link,24999,18999,14800,10,TPL-DECO-X50-3P,Active,true,Covers up to 6500 sq ft with seamless AI-driven Mesh Wi-Fi 6 up to 3.0 Gbps. Connect up to 150 devices.,"[""/uploads/products/tp-link-deco-x50-mesh-wifi6-3pack/1.jpg"",""/uploads/products/tp-link-deco-x50-mesh-wifi6-3pack/2.jpg"",""/uploads/products/tp-link-deco-x50-mesh-wifi6-3pack/3.jpg""]"
PRD-ANK-737CHARGER-120W,Anker 737 Charger (GaNPrime 120W 3-Port USB-C Fast Wall Charger),Computer Peripherals,Power Banks & Chargers,Anker,8999,6999,5300,28,ANK-GANP-120W,Active,true,Power 3 devices at once with 2 USB-C ports and 1 USB-A port. ActiveShield 2.0 dynamic temperature monitoring.,"[""/uploads/products/anker-737-ganprime-120w-charger/1.jpg"",""/uploads/products/anker-737-ganprime-120w-charger/2.jpg"",""/uploads/products/anker-737-ganprime-120w-charger/3.jpg""]"
PRD-SND-DUALDRIVE128,SanDisk 128GB Ultra Dual Drive Luxe USB Type-C (Up to 150MB/s),Computer Peripherals,Flash Drives,SanDisk,2200,1299,950,60,SND-LUXE-128GB-C,Active,true,2-in-1 all-metal flash drive with reversible USB Type-C and traditional Type-A connectors. Swivel design.,"[""/uploads/products/sandisk-128gb-ultra-dual-drive-luxe-type-c/1.jpg"",""/uploads/products/sandisk-128gb-ultra-dual-drive-luxe-type-c/2.jpg"",""/uploads/products/sandisk-128gb-ultra-dual-drive-luxe-type-c/3.jpg""]"
PRD-LOG-PROXSUPERLIGHT2,Logitech G PRO X SUPERLIGHT 2 Wireless Gaming Mouse - Magenta,Computer Peripherals,Gaming Mice,Logitech,16995,14995,11800,15,LOG-SL2-MAG,Active,true,"LIGHTFORCE Hybrid switches, HERO 2 Sensor with 32000 DPI, 60g ultralight weight design, 95 hours battery life.","[""/uploads/products/logitech-g-pro-x-superlight-2-magenta/1.jpg"",""/uploads/products/logitech-g-pro-x-superlight-2-magenta/2.jpg"",""/uploads/products/logitech-g-pro-x-superlight-2-magenta/3.jpg""]"
PRD-NIK-AIRFORCE1-07,Nike Air Force 1 '07 Men's Sneakers - Triple White,Fashion,Footwear & Sneakers,Nike,9695,8195,6200,25,NIK-AF1-07-WHT,Active,true,"Stitched leather overlays on the upper add heritage style, durability, and support. Nike Air cushioning adds lightweight comfort.","[""/uploads/products/nike-air-force-1-07-white/1.jpg"",""/uploads/products/nike-air-force-1-07-white/2.jpg"",""/uploads/products/nike-air-force-1-07-white/3.jpg""]"
PRD-ADI-ULTRABOOSTLIGHT,Adidas Ultraboost Light Running Shoes - Core Black,Fashion,Footwear & Sneakers,Adidas,18999,13999,10500,20,ADI-UBL-BLK,Active,true,"30% lighter Light BOOST material. Primeknit+ textile upper provides adaptive fit, Continental Rubber outsole.","[""/uploads/products/adidas-ultraboost-light-running-shoes/1.jpg"",""/uploads/products/adidas-ultraboost-light-running-shoes/2.jpg"",""/uploads/products/adidas-ultraboost-light-running-shoes/3.jpg""]"
PRD-PUM-VELOCITYNITRO3,Puma Velocity Nitro 3 Men's Running Shoes - Sun Stream,Fashion,Footwear & Sneakers,Puma,11999,8999,6800,18,PUM-VELN3-SUN,Active,true,Advanced NITROFOAM technology providing superior responsiveness and cushioning in a lightweight package. PUMAGRIP outsole.,"[""/uploads/products/puma-velocity-nitro-3-running-shoes/1.jpg"",""/uploads/products/puma-velocity-nitro-3-running-shoes/2.jpg"",""/uploads/products/puma-velocity-nitro-3-running-shoes/3.jpg""]"
PRD-LEV-501ORIGINAL,Levi's 501 Original Fit Jeans - Medium Indigo,Fashion,Men Jeans,Levi's,4599,3499,2400,35,LEV-501-IND,Active,true,"The original blue jean since 1873. Signature button fly, iconic straight leg fit, 100% heavyweight cotton denim.","[""/uploads/products/levis-501-original-fit-jeans/1.jpg"",""/uploads/products/levis-501-original-fit-jeans/2.jpg"",""/uploads/products/levis-501-original-fit-jeans/3.jpg""]"
PRD-NIK-PEGASUS41,Nike Pegasus 41 Road Running Shoes - Volt / Black,Fashion,Footwear & Sneakers,Nike,11895,10295,8100,22,NIK-PEG41-VLT,Active,true,Dual Air Zoom units combined with ReactX foam midsole for responsive energy return. Engineered mesh upper.,"[""/uploads/products/nike-pegasus-41-running-shoes/1.jpg"",""/uploads/products/nike-pegasus-41-running-shoes/2.jpg"",""/uploads/products/nike-pegasus-41-running-shoes/3.jpg""]"
PRD-ADI-SAMBAOG,Adidas Samba OG Shoes - Cloud White / Core Black,Fashion,Footwear & Sneakers,Adidas,10999,9999,7500,30,ADI-SAMBA-WHT,Active,true,Full grain leather upper with gritty suede details and classic gum rubber outsole. Iconic 3-Stripes.,"[""/uploads/products/adidas-samba-og-shoes-white/1.jpg"",""/uploads/products/adidas-samba-og-shoes-white/2.jpg"",""/uploads/products/adidas-samba-og-shoes-white/3.jpg""]"
PRD-PUM-SMASHV2,Puma Smash v2 Leather Sneakers - White/Black,Fashion,Footwear & Sneakers,Puma,4999,2999,2100,40,PUM-SMASH-WHT,Active,true,"Clean tennis-inspired silhouette with soft leather upper, durable rubber outsole for grip, classic Formstrip.","[""/uploads/products/puma-smash-v2-leather-sneakers/1.jpg"",""/uploads/products/puma-smash-v2-leather-sneakers/2.jpg"",""/uploads/products/puma-smash-v2-leather-sneakers/3.jpg""]"
PRD-LEV-TRUCKERJACKET,Levi's Original Trucker Jacket - Dark Wash Denim,Fashion,Jackets & Outerwear,Levi's,6599,4999,3600,18,LEV-TRK-DARK,Active,true,"The original jean jacket since 1967. Point collar, front button placket, welt hand pockets and spade chest pockets.","[""/uploads/products/levis-original-trucker-jacket-dark-wash/1.jpg"",""/uploads/products/levis-original-trucker-jacket-dark-wash/2.jpg"",""/uploads/products/levis-original-trucker-jacket-dark-wash/3.jpg""]"
PRD-NIK-TECHFLEECEHOODIE,Nike Sportswear Tech Fleece Windrunner Full-Zip Hoodie,Fashion,Hoodies & Sweatshirts,Nike,8495,6995,5200,20,NIK-TF-HOOD-BLK,Active,true,"Smooth on both sides, Tech Fleece delivers premium warmth and elevated look without adding weight or bulk.","[""/uploads/products/nike-tech-fleece-windrunner-hoodie/1.jpg"",""/uploads/products/nike-tech-fleece-windrunner-hoodie/2.jpg"",""/uploads/products/nike-tech-fleece-windrunner-hoodie/3.jpg""]"
PRD-ADI-TIRO23TRACKPANTS,Adidas Tiro 23 League Training Track Pants - Black,Fashion,Track Pants & Joggers,Adidas,3999,2999,2100,30,ADI-TIRO23-BLK,Active,true,Moisture-absorbing AEROREADY fabric keeps you dry. Ankle zips for easy on and off over boots or shoes.,"[""/uploads/products/adidas-tiro-23-track-pants-black/1.jpg"",""/uploads/products/adidas-tiro-23-track-pants-black/2.jpg"",""/uploads/products/adidas-tiro-23-track-pants-black/3.jpg""]"
PRD-PUM-ESSENTIALSGRAPHIC,Puma Essentials Logo Men's Cotton T-Shirt - Black,Fashion,T-Shirts,Puma,1499,899,600,50,PUM-TEE-ESS-BLK,Active,true,Regular fit t-shirt crafted from 100% BCI cotton with iconic Puma No. 1 Logo rubber print across the chest.,"[""/uploads/products/puma-essentials-logo-cotton-tshirt/1.jpg"",""/uploads/products/puma-essentials-logo-cotton-tshirt/2.jpg"",""/uploads/products/puma-essentials-logo-cotton-tshirt/3.jpg""]"
PRD-LEV-SLIMSLTJEANS,Levi's 511 Slim Fit Stretchable Jeans - Dark Blue,Fashion,Men Jeans,Levi's,4299,3199,2200,30,LEV-511-DBLU,Active,true,"A modern slim with room to move. Added stretch for all-day comfort, classic 5-pocket styling.","[""/uploads/products/levis-511-slim-fit-jeans-dark-blue/1.jpg"",""/uploads/products/levis-511-slim-fit-jeans-dark-blue/2.jpg"",""/uploads/products/levis-511-slim-fit-jeans-dark-blue/3.jpg""]"
PRD-TIT-NEO-CHRONO,Titan Neo Chronograph Quartz Men's Watch - Blue Dial,Fashion,Watches,Titan,9995,7495,5300,18,TIT-NEO-CHRO-BLU,Active,true,"Stainless steel case with deep blue dial, date display, 50m water resistance, genuine brown leather strap.","[""/uploads/products/titan-neo-chronograph-watch-blue-dial/1.jpg"",""/uploads/products/titan-neo-chronograph-watch-blue-dial/2.jpg"",""/uploads/products/titan-neo-chronograph-watch-blue-dial/3.jpg""]"
PRD-FOS-NEUTRACHRONO,Fossil Neutra Chronograph Stainless Steel Watch - Black,Fashion,Watches,Fossil,14995,11245,8100,15,FOS-NEUT-CHRO-BLK,Active,true,"44mm case size, stopwatch functionality with 3 sub-dials, black ion-plated stainless steel bracelet.","[""/uploads/products/fossil-neutra-chronograph-watch-black/1.jpg"",""/uploads/products/fossil-neutra-chronograph-watch-black/2.jpg"",""/uploads/products/fossil-neutra-chronograph-watch-black/3.jpg""]"
PRD-NIK-DUFFLEBAG-60L,Nike Academy Team Medium Football Duffle Bag (60L),Fashion,Bags & Accessories,Nike,2995,2395,1700,25,NIK-DUF-60L-BLK,Active,true,"Durable outer layer protects gear from wet conditions. Main compartment offers spacious storage, wet/dry separator pocket.","[""/uploads/products/nike-academy-team-duffle-bag-60l/1.jpg"",""/uploads/products/nike-academy-team-duffle-bag-60l/2.jpg"",""/uploads/products/nike-academy-team-duffle-bag-60l/3.jpg""]"
